course_id,title,info
56188,7주차ㅣ익힘 3회-01,29:43
56188,7주차ㅣ익힘 3회-03,33:27
56188,7주차ㅣ익힘 3회-04,16:17
56188,8주차ㅣ익힘 4회-00,32:56
56188,8주차ㅣ익힘 4회-01,36:15
56188,8주차ㅣ익힘 4회-02,15:20
56188,8주차ㅣ익힘 4회-03,22:39
56188,8주차ㅣ익힘 4회-04,30:27
56188,8주차ㅣ익힘 5회-01,30:54
56188,8주차ㅣ익힘 5회-03,20:51
56188,8주차ㅣ익힘 5회-04,31:40
56188,8주차ㅣ익힘 6회-01,29:13
56188,8주차ㅣ익힘 6회-02,29:51
56188,8주차ㅣ익힘 6회-03,24:40
56188,8주차ㅣ익힘 6회-04,53:26
56188,종강 인사 ▶완강,41:55
53622,OT,OT
53622,1강. 고전 시가 학습 Tip,통강 맛보기
53622,2강. 시조 읽기(연정),48:38
53622,3강. 시조 읽기(우국과 충정의 절개~자연과 수양),37:54
53622,4강. 시조 읽기(기타-삶과 세태),44:40
53622,5강. 연시조(매화사/만흥),1:02:00
53622,6강. 연시조(강호사시가/어부단가/어부사시사),1:03:03
53622,7강. 연시조(고산구곡가/견회요/도산십이곡),1:18:58
53622,8강. 가사(상춘곡),54:42
53622,9강. 가사(면앙정가),51:57
53622,10강. 가사(사미인곡),54:40
53622,11강. 가사(속미인곡),43:52
53622,12강. 가사(규원가),46:01
53622,13강. 가사(누항사),54:22
53622,14강. 가사(관동별곡-1),51:47
53622,15강. 가사(관동별곡-2) ▶완강,1:04:06
56255,OT,OT
56255,1강. 전우치전 (수특 19p),통강 맛보기
56255,2강. 차마설 (수특 20p),12:39
56255,3강. 남백월 이성 노힐부득과 달달박박 (수특 109p),12:12
56255,4강. 채생기우 (수특 113p),16:19
56255,5강. 김진옥전 (수특 117p),29:38
56255,6강. 숙향전 (수특 121p),29:19
56255,7강. 정진사전 (수특 125p),29:32
56255,8강. 강도몽유록 (수특 129p),14:22
56255,9강. 옥소전 (수특 133p),16:05
56255,10강. 천수석 (수특 137p),21:12
56255,11강. 수궁가 (수특 141p),22:29
56255,12강. 심청전 (수특 146p),24:40
56255,13강. 지봉전 (수특 151p),10:13
56255,14강. 강령탈춤 (수특 200p),20:26
56255,15강. 계축일기 (수특 204p),14:49
56255,16강. 해유록 (수특 207p),12:52
56255,17강. 야뇌당기 (수특 211p),10:25
56255,18강. 야암기 (수특 211p),08:49
56255,19강. 소화사 (수특 232p),07:40
56255,20강. 절비자설 (수특 238p),09:12
56255,21강. 오윤경과 설생의 재회 (수특 244p),07:36
56255,22강. 구운몽 (수특 249p),29:58
56255,23강. 의유당관북유람 일기 (수특 257p),07:18
56255,24강. 수오재기 (수특 263p),09:13
56255,25강. 낙치설 (수특 268p),09:09
56255,26강. 창해옹의 산수 여행 (수특 273p),09:02
56255,27강. 애물의 (수특 278p),09:14
56255,28강. 청백운 (수특 296p),11:22
56255,29강. 망설 (수특 301p),08:57
56255,30강. 호질 (수특 312p) ▶완강,11:41
55960,OT,OT
55960,1강. [1주차]시험장에서의 독해 (1),통강 맛보기
55960,2강. [1주차]시험장에서의 독해 (2),49:15
55960,3강. [1주차]시험장에서의 독해 (3),35:18
55960,4강. [2주차-1] 유기적 정보의 구성 - 문제와 해결 (1),57:13
55960,5강. [2주차-1] 유기적 정보의 구성 - 문제와 해결 (2),51:11
55960,6강. [2주차-2] 유기적 정보의 구성 - 대립 (1),52:48
55960,7강. [2주차-2] 유기적 정보의 구성 - 대립 (2),55:25
55960,8강. [3주차-1] 유기적 정보의 구성 - 분류 (1),46:44
55960,9강. [3주차-1] 유기적 정보의 구성 - 분류 (2),56:46
55960,10강. [3주차-2] 유기적 정보의 구성 - 견해와 근거 (1),50:50
55960,11강. [3주차-2] 유기적 정보의 구성 - 견해와 근거 (2),53:49
55960,12강. [4주차] 독해 완성 (1),50:27
55960,13강. [4주차] 독해 완성 (2),45:28
55960,14강. [4주차] 독해완성 (3),53:58
55960,15강. [4주차] 독해완성 (4),42:36
55960,16강. 이후의 학습 ▶완강,08:22
55586,OT,OT
55586,1강. [법학] 1. 법학의 기초 ①,39:29
55586,2강. [법학] 1. 법학의 기초 ②,32:49
55586,3강. [법학] 1. 법학의 기초 ③,30:37
55586,4강. [법학] 2. 민법 ①,44:36
55586,5강. [법학] 2. 민법 ②,56:45
55586,6강. [법학] 2. 민법 ③,44:07
55586,7강. [법학] 2. 민법 ④,40:05
55586,8강. [법학] 2. 민법 ⑤,49:20
55586,9강. [법학] 3. 형법,1:00:10
56086,OT,OT
56086,1강. 강의 소개,25:42
56086,"2강. 논리란 무엇인가, 논리 독해법",45:55
56086,"3강. [미시적 논리 독해] 1-1, 1-2",1:01:47
56086,4강. [미시적 논리 독해] 1-3,38:33
56086,5강. [미시적 논리 독해] 1-4~2-1,1:06:25
56086,6강. [미시적 논리 독해] 2-1 ~ 2-3,37:11
56086,7강. [미시적 논리 독해] 2-3~2-5,53:00
56086,8강. [미시적 논리 독해] 2-6~2-9,1:11:39
56086,9강. [미시적 논리 독해] 2-10,통강 맛보기
56086,"10강. [거시적 논리 독해] 3-1. 개념정의형, 주제제시형",35:02
56086,11강. [거시적 논리 독해] 3-2. 문제제기형,48:18
56086,12강. [거시적 논리 독해] 3-3. 비교형,52:22
56086,13강. [거시적 논리 독해] 3-4. 비판형,28:25
56086,14강. [거시적 논리 독해] 3-5. 비판형,21:50
56086,15강. [거시적 논리 독해] 4-1. [인문 결합형] 읽기,36:59
56086,16강. [거시적 논리 독해] 4-2. [예술] 읽기,40:00
56086,17강. [거시적 논리 독해] 4-3. [법] 읽기,55:13
56086,18강. [거시적 논리 독해] 4-4. [경제] 읽기,45:57
56086,19강. [거시적 논리 독해] 4-5. [과학] 읽기,35:37
56086,20강. [거시적 논리 독해] 4-6. [기술] 읽기,41:43
56086,"21강. 문제 유형별 정답 비법, 문제 풀이 태도, 공부 태도",50:11
56086,22강. [논리로 실전] 6-1. [인문 결합형] (1),1:13:27
56086,23강. [논리로 실전] 6-1. [인문 결합형] (2),48:18
56086,24강. [논리로 실전] 6-2. [예술] (1),59:29
56086,25강. [논리로 실전] 6-2. [예술] (2),53:49
56086,26강. [논리로 실전] 6-3. [사회] (1),27:34
56086,27강. [논리로 실전] 6-3. [사회] (2),48:10
56086,28강. [논리로 실전] 6-4. [법] (1),35:43
56086,29강. [논리로 실전] 6-4. [법] (2),1:06:38
56086,30강. [논리로 실전] 6-4. [경제] (1),37:23
56086,31강. [논리로 실전] 6-4. [경제] (2),54:51
56086,32강. [논리로 실전] 6-6. [과학] (1),1:32:53
56086,33강. [논리로 실전] 6-6. [과학] (2) ▶완강,1:04:47
55713,OT,OT
55713,"화법과 작문에 대한 개괄적 설명, 학습법",통강 맛보기
55713,"Part 1｜18학년도, 19학년도 기출 모음",1:13:56
55713,"Part 1｜20학년도, 21학년도 기출 모음",59:55
55713,"Part 1｜22학년도, 23학년도 기출 모음",1:03:01
55713,"Part 1｜24학년도, 25학년도 기출 모음",1:31:56
55713,"Part 2｜개괄, 18학년도 기출 모음",53:12
55713,"Part 2｜19학년도, 20학년도 기출 모음",1:27:04
55713,"Part 2｜21학년도, 22학년도 기출 모음",1:25:53
55713,"Part 2｜23학년도, 24학년도 기출 모음",1:32:01
55713,Part 2｜25학년도 기출 모음,44:30
55713,"Part 3｜18학년도, 19학년도 주요 기출",47:08
55713,"Part 3｜20학년도, 21학년도 주요 기출",31:25
55713,"Part 3｜22학년도, 23학년도 주요 기출",44:14
55713,Part 3｜24학년도 주요 기출,1:31:56
55713,Part 3｜25학년도 주요 기출,29:04
55713,종강 인사 ▶완강,41:55
55756,OT,OT
55756,"1강. 화법 - 유형익히기 (발표, 토의, 모의면접)",통강 맛보기
55756,"2강. 화법 - 유형익히기 (대담, 발표)",29:44
55756,"3강. 화법 - 유형익히기 (연설, 발표, 인터뷰, 대화)",33:10
55756,"4강. 화법 - 유형익히기 (발표, 강연, 면담)",31:12
55756,"5강. 화법 - 유형익히기 (대화, 발표, 토론, 토의)",25:25
55756,6강. 작문 - 글 쓰는 방법 (50~60번),44:33
55756,7강. 작문의 이해 (1) (61~72번),37:01
55756,8강. 작문의 이해 (2) (73~83번),22:44
55756,9강. 작문의 이해 (3) (84~91번),15:24
55756,10강. 작문의 이해 (4) (92~101번),19:22
55756,11강. 화법과 작문 - 융합 유형 (102~113번),38:01
55756,"12강. 쪼개서 풀어보기 - 작문 유형별 연습 - 연상하기, 착안하기 (114~125번)",19:39
55756,13강. 쪼개서 풀어보기 - 자료 활용 방안 (126~136번),30:21
55756,14강. 쪼개서 풀어보기 - 수정 및 보완방안 (137~147번),28:00
55756,15강. 쪼개서 풀어보기 - 조건 (148~158번),22:45
55756,16강. 쪼개서 풀어보기 - 고쳐쓰기 (159~169번),41:50
55756,17-1강. 최신 수능 화법과 작문 (35~37번),11:20
55756,17-2강. 최신 수능 화법과 작문 (38~42번),15:46
55756,17-3강. 최신 수능 화법과 작문 (43~45번) ▶완강,11:05
55055,OT,OT
55055,1강. 화법과 작문 개념 체계 소개 & 기본 용어 설명,통강 맛보기
55055,2강. 화법 개념 ①,19:54
55055,3강. 화법 개념 ②,24:55
55055,4강. 작문 개념,20:37
55055,5강. 화법과 작문 공통 개념,13:30
55055,6강. 고난도 실전 연습 1세트,53:55
55055,7강. 고난도 실전 연습 2세트,47:21
55055,8강. 고난도 실전 연습 3세트,37:02
55055,9강. 2025학년도 6월 화법과 작문 해설,58:40
55055,10강. 2025학년도 9월 화법과 작문 해설,53:43
55055,11강. 2025학년도 수능 화법과 작문 해설 ▶완강,50:59
